,Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
377,Bulgaria,BGR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8333333333333,10.8333333333333,10.8333333333333,10.8333333333333,26.25,26.25,26.25,26.25,22.0833333333333,22.0833333333333,21.6666666666667,21.6666666666667,20.8333333333333,20.8333333333333,20.8333333333333,22.9166666666667,24.5833333333333,20,20.4166666666667,20.4166666666667,23.75,23.75,25.8333333333333,26.6666666666667
381,Bulgaria,BGR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,73.75,73.75,73.75,82.5,88.125,88.125,88.125,88.125,90.625,90.625,87.5,87.5,90.625,90.625,90.625,90.625,90.625,90.625,90.625,90.625
390,Burkina Faso,BFA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00900900900901,8.10810810810811,8.10810810810811,8.10810810810811,8.10810810810811,11.7117117117117,11.7117117117117,11.7117117117117,11.7117117117117,11.7117117117117,15.3153153153153,15.3153153153153,15.3153153153153,15.3153153153153,15.3153153153153,15.748031496063,15.748031496063,,9.44881889763779,9.44881889763779,11.0236220472441,11.0236220472441,13.3858267716535,6.2992125984252
394,Burkina Faso,BFA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,61.875,61.875,61.875,70.625,70.625,70.625,70.625,70.625,70.625,70.625,70.625,70.625,70.625,70.625,70.625,76.875,76.875,76.875,76.875,76.875,76.875,76.875,76.875,76.875,76.875,76.875,76.875,76.875,76.875,79.375,79.375
403,Burundi,BDI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.864406779661,5.98290598290598,14.4067796610169,14.4067796610169,18.4357541899441,18.4357541899441,18.4357541899441,30.5084745762712,30.5084745762712,30.5084745762712,30.5084745762712,31.3559322033898,32.0754716981132,30.4761904761905,30.4761904761905,30.4761904761905,30.4761904761905,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,38.2113821138211
407,Burundi,BDI,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,45,45,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,58.75,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125
416,Cabo Verde,CPV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,15.2777777777778,18.0555555555556,18.0555555555556,18.0555555555556,18.0555555555556,20.8333333333333,20.8333333333333,20.8333333333333,20.8333333333333,20.8333333333333,23.6111111111111,23.6111111111111,23.6111111111111,23.6111111111111,25
420,Cabo Verde,CPV,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,36.875,36.875,36.875,36.875,36.875,36.875,36.875,39.375,39.375,39.375,39.375,41.875,60,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,78.125,78.125,78.125,78.125,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25
429,Cambodia,KHM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83333333333333,5.83333333333333,8.19672131147541,7.37704918032787,7.37704918032787,7.37704918032787,9.75609756097561,9.75609756097561,9.75609756097561,9.75609756097561,19.5121951219512,16.260162601626,21.1382113821138,21.1382113821138,20.3252032520325,20.3252032520325,20.3252032520325,20.3252032520325,20.3252032520325,20.3252032520325,20.3252032520325,20,20,20
433,Cambodia,KHM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,51.875,51.875,51.875,51.875,51.875,51.875,51.875,51.875,51.875,51.875,51.875,51.875,51.875,51.875,51.875,51.875,51.875,51.875,51.875,51.875,54.375,54.375,54.375,54.375,56.875,56.875,56.875,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,65.625,65.625,68.75,68.75,75,75,75,75,75,75,75,75,75,75,75
442,Cameroon,CMR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,8.88888888888889,8.88888888888889,8.88888888888889,8.88888888888889,8.88888888888889,13.8888888888889,13.8888888888889,13.8888888888889,13.8888888888889,13.8888888888889,13.8888888888889,31.1111111111111,31.1111111111111,31.1111111111111,31.1111111111111,31.1111111111111,31.1111111111111,31.1111111111111,33.8888888888889
446,Cameroon,CMR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,48.125,48.125,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,60,60,60,60
455,Canada,CAN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5980066445183,20.5980066445183,20.5980066445183,,20.5980066445183,20.5980066445183,20.5980066445183,21.1038961038961,21.1038961038961,20.7792207792208,21.3114754098361,22.0779220779221,22.0779220779221,22.0779220779221,24.7557003257329,24.6753246753247,24.6753246753247,25.0814332247557,26.0355029585799,26.0355029585799,26.2686567164179,26.9461077844311,28.9940828402367,28.9940828402367
459,Canada,CAN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,63.75,63.75,68.75,68.75,68.75,71.25,71.25,74.375,77.5,80.625,80.625,80.625,80.625,80.625,80.625,86.25,86.25,89.375,89.375,89.375,95,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,100,100
468,Cayman Islands,CYM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Cayman Islands,CYM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Central African Republic,CAF,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52941176470588,3.52941176470588,7.3394495412844,7.3394495412844,7.3394495412844,7.3394495412844,,,10.4761904761905,10.4761904761905,10.4761904761905,10.4761904761905,9.61538461538462,9.61538461538462,12.5,12.5,,,,7.19424460431655,8.57142857142857,8.57142857142857,8.57142857142857,8.57142857142857
485,Central African Republic,CAF,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,45,45,45,45,45,45,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,73.75,73.75,76.875,76.875,76.875,76.875,76.875,76.875,76.875,76.875,76.875,76.875,76.875,76.875
494,Chad,TCD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.4,2.4,2.4,2.4,,5.80645161290323,6.45161290322581,6.45161290322581,6.45161290322581,5.16129032258065,5.16129032258065,5.16129032258065,5.16129032258065,12.7659574468085,14.8936170212766,14.8936170212766,14.8936170212766,14.8936170212766,14.8936170212766,12.7659574468085,15.2542372881356,14.8809523809524,15.4320987654321
498,Chad,TCD,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,39.375,39.375,39.375,39.375,39.375,39.375,39.375,39.375,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,66.25,66.25,66.25,66.25
507,Channel Islands,CHI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Channel Islands,CHI,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Chile,CHL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,10.8333333333333,10.8333333333333,10.8333333333333,10.8333333333333,12.5,12.5,12.5,15,15,15,15,14.1666666666667,14.1666666666667,14.1666666666667,14.1666666666667,15.8333333333333,15.8333333333333,15.8333333333333,15.8333333333333,,22.5806451612903,22.5806451612903,22.5806451612903
524,Chile,CHL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,33.75,33.75,33.75,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,54.375,54.375,54.375,54.375,60.625,60.625,60.625,60.625,60.625,60.625,60.625,60.625,60.625,63.75,63.75,66.875,71.875,71.875,75,75,75,75,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,80
533,China,CHN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8194024840551,21.8194024840551,21.7828418230563,21.7828418230563,21.7828418230563,20.2345058626466,20.2345058626466,20.2684563758389,20.2684563758389,20.620992237597,21.325744894543,21.325744894543,21.325744894543,21.3230355943586,21.3230355943586,23.40140609307,23.40140609307,23.6228455559311,23.6228455559311,24.2476060191518,24.8993288590604,24.9411764705882,24.9411764705882
537,China,CHN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,59.375,59.375,59.375,59.375,59.375,59.375,62.5,62.5,62.5,62.5,62.5,62.5,62.5,65,65,70,70,72.5,72.5,69.375,69.375,69.375,69.375,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625
546,Colombia,COL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6564417177914,,11.8012422360248,11.8012422360248,11.8012422360248,12.0481927710843,12.0481927710843,12.0481927710843,12.1212121212121,8.43373493975904,8.43373493975904,8.43373493975904,8.43373493975904,12.6506024096386,12.1212121212121,12.1212121212121,12.1212121212121,19.8795180722892,19.8795180722892,19.8795180722892,18.6746987951807,18.1286549707602,18.7134502923977,18.3431952662722
550,Colombia,COL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,51.25,51.25,51.25,51.25,51.25,56.875,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,61.875,61.875,61.875,61.875,61.875,64.375,66.875,66.875,66.875,73.125,73.125,73.125,73.125,73.125,73.125,78.75,78.75,78.75,78.75,78.75,81.875,81.875,81.875,81.875
559,Comoros,COM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,0,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,6.06060606060606,6.06060606060606,6.06060606060606,16.6666666666667
563,Comoros,COM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,38.125,38.125,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,56.25,56.25,65,65,65,65,65,65
572,"Congo, Dem. Rep.",COD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,8.4,8.4,8.4,8.4,8.4,,8.94308943089431,8.94308943089431,10.6425702811245,8.94308943089431,8.94308943089431,8.94308943089431,8.94308943089431,10,12.8
576,"Congo, Dem. Rep.",COD,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,28.125,28.125,28.125,28.125,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,48.75,70,70,78.75,78.75
585,"Congo, Rep.",COG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,,8.52713178294574,8.52713178294574,8.52713178294574,8.52713178294574,7.2992700729927,7.2992700729927,7.2992700729927,7.2992700729927,7.2992700729927,7.35294117647059,7.35294117647059,7.35294117647059,7.35294117647059,7.35294117647059,11.2582781456954,11.2582781456954,11.2582781456954,11.2582781456954
589,"Congo, Rep.",COG,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,46.25,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375,49.375
598,Costa Rica,CRI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7894736842105,19.2982456140351,19.2982456140351,19.2982456140351,19.2982456140351,35.0877192982456,35.0877192982456,35.0877192982456,35.0877192982456,38.5964912280702,36.8421052631579,36.8421052631579,36.8421052631579,38.5964912280702,38.5964912280702,38.5964912280702,38.5964912280702,33.3333333333333,33.3333333333333,33.3333333333333,35.0877192982456,45.6140350877193,45.6140350877193,45.6140350877193
602,Costa Rica,CRI,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,60.625,60.625,60.625,60.625,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,65.625,65.625,65.625,65.625,65.625,65.625,65.625,65.625,65.625,75,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,80,80,80,80,80,80,80,80,80,80,80,80,83.125
611,Cote d'Ivoire,CIV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,,8.52017937219731,8.52017937219731,8.52017937219731,8.52017937219731,8.52017937219731,8.52017937219731,8.86699507389163,8.86699507389163,8.86699507389163,8.86699507389163,11.0236220472441,10.4417670682731,10.4417670682731,9.44881889763779,9.16334661354582,9.16334661354582,10.5882352941176,10.5882352941176,10.9803921568627,11.3725490196078
615,Cote d'Ivoire,CIV,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,63.125,63.125,63.125,63.125,69.375,69.375,69.375,69.375,69.375,69.375,69.375,69.375,69.375,69.375,69.375,69.375,69.375,69.375,78.125,78.125,78.125,78.125,78.125,78.125,83.125,83.125
624,Croatia,HRV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8740157480315,7.8740157480315,7.8740157480315,20.5298013245033,20.5298013245033,20.5298013245033,,21.7105263157895,21.7105263157895,21.7105263157895,20.9150326797386,20.9150326797386,23.5294117647059,23.5294117647059,23.841059602649,23.841059602649,23.841059602649,23.841059602649,15.2317880794702,12.5827814569536,18.5430463576159,18.5430463576159,20.5298013245033,31.1258278145695
628,Croatia,HRV,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,61.25,61.25,61.25,61.25,61.25,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,76.25,76.25,76.25,76.25,79.375,84.375,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75
637,Cuba,CUB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7504244482173,27.6206322795341,27.6206322795341,27.6206322795341,27.6206322795341,27.6206322795341,35.9605911330049,35.9605911330049,35.9605911330049,35.9605911330049,35.9605911330049,43.1596091205212,43.1596091205212,43.1596091205212,45.221843003413,45.221843003413,48.8562091503268,48.8562091503268,48.8562091503268,48.8562091503268,48.8562091503268,53.2231404958678,53.2231404958678,53.2231404958678
641,Cuba,CUB,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Curacao,CUW,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Curacao,CUW,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Cyprus,CYP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35714285714286,5.35714285714286,5.35714285714286,7.14285714285714,10.7142857142857,10.7142857142857,10.7142857142857,16.0714285714286,16.0714285714286,14.2857142857143,14.2857142857143,14.2857142857143,12.5,12.5,10.7142857142857,10.7142857142857,10.7142857142857,12.5,12.5,17.8571428571429,17.8571428571429,17.8571428571429,17.8571428571429,19.6428571428571
667,Cyprus,CYP,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,60,60,60,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,65.625,68.125,68.125,71.25,73.75,73.75,73.75,73.75,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,85.625,85.625,85.625,85.625,85.625,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,91.25,91.25,91.25
676,Czech Republic,CZE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,15,15,15,17,17,17,17,15.5,15.5,15.5,15.5,22,22,22,19.5,19.5,20,20,22,22,22.5,22.5
680,Czech Republic,CZE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,70,70,70,70,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,81.875,81.875,88.125,88.125,88.125,88.125,91.25,91.25,91.25,91.25,91.25,91.25,93.75,93.75,93.75
689,Denmark,DNK,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9608938547486,37.4301675977654,37.4301675977654,37.4301675977654,,37.9888268156425,37.9888268156425,37.9888268156425,36.8715083798883,36.8715083798883,37.9888268156425,37.9888268156425,37.9888268156425,37.9888268156425,39.1061452513966,39.1061452513966,39.1061452513966,39.1061452513966,37.4301675977654,37.4301675977654,37.4301675977654,37.4301675977654,39.1061452513966,39.6648044692737
693,Denmark,DNK,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,76.25,76.25,76.25,76.25,78.75,78.75,78.75,81.875,81.875,81.875,81.875,81.875,81.875,85,85,91.25,91.25,91.25,91.25,91.25,91.25,91.25,91.25,97.5,97.5,97.5,97.5,100,100,100,100,100,100,100,100,100
702,Djibouti,DJI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10.7692307692308,10.7692307692308,10.7692307692308,10.7692307692308,13.8461538461538,13.8461538461538,13.8461538461538,13.8461538461538,13.8461538461538,13.8461538461538,12.7272727272727,12.7272727272727,12.7272727272727,12.7272727272727,10.7692307692308,26.1538461538462,26.1538461538462,26.1538461538462
706,Djibouti,DJI,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,50,50,50,50,50,53.125,53.125,53.125,53.125,53.125,53.125,53.125,53.125,53.125,53.125,56.25,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,59.375,61.875,68.125,68.125
715,Dominica,DMA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.375,9.375,9.375,,18.75,18.75,18.75,19.3548387096774,12.9032258064516,12.9032258064516,16.1290322580645,18.75,14.2857142857143,12.5,12.5,12.5,12.5,12.9032258064516,21.875,21.875,25,25,25,34.375
719,Dominica,DMA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,48.75,48.75,48.75,53.75,53.75,53.75,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5
728,Dominican Republic,DOM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6666666666667,16.1073825503356,16.1073825503356,16.1073825503356,16.1073825503356,17.3333333333333,17.3333333333333,17.3333333333333,17.3333333333333,19.6629213483146,19.6629213483146,19.6629213483146,19.6629213483146,20.7650273224044,20.7650273224044,20.7650273224044,20.7650273224044,20.7650273224044,20.7650273224044,26.8421052631579,26.8421052631579,26.8421052631579,26.8421052631579,27.8947368421053
